PMID,Title,Abstract,Authors
21979893,Novel amplifications in pediatric medulloblastoma identified by genome-wide copy number profiling.,"Medulloblastoma (MB) is a WHO grade IV, invasive embryonal CNS tumor that mainly affects children. The aggressiveness and response to therapy can vary considerably between cases, and despite treatment, ~30% of patients die within 2 years from diagnosis. Furthermore, the majority of survivors suffer long-term side-effects due to severe management modalities. Several distinct morphological features have been associated with differences in biological behavior, but improved molecular-based criteria that better reflect the underlying tumor biology are in great demand. In this study, we profiled a series of 25 MB with a 32K BAC array covering 99% of the current assembly of the human genome for the identification of genetic copy number alterations possibly important in MB. Previously known aberrations as well as several novel focally amplified loci could be identified. As expected, the most frequently observed alteration was the combination of 17p loss and 17q gain, which was detected in both high- and standard-risk patients. We also defined minimal overlapping regions of aberrations, including 16 regions of gain and 18 regions of loss in various chromosomes. A few noteworthy narrow amplified loci were identified on autosomes 1 (38.89-41.97 and 84.89-90.76 Mb), 3 (27.64-28.20 and 35.80-43.50 Mb), and 8 (119.66-139.79 Mb), aberrations that were verified with an alternative platform (Illumina 610Q chips). Gene expression levels were also established for these samples using Affymetrix U133Plus2.0 arrays. Several interesting genes encompassed within the amplified regions and presenting with transcript upregulation were identified. These data contribute to the characterization of this malignant childhood brain tumor and confirm its genetic heterogeneity.",Helena H;Susan S;Pelle P;Johanna J;Svetlana S;Bo B;Irina I;Monica M;Teresita T
21970778,Intramedullary metastasis in a case of vermian medulloblastoma.,"Medulloblastoma is one of the commonest primary CNS malignancies in children. Leptomeningeal dissemination and distant metastasis have been associated with medulloblastoma, but intramedullary metastases are very rare. CSF cytology and contrast-enhanced MRI are the main modalities used to diagnose leptomeningeal dissemination. However, intramedullary metastases are best picked up with contrast-enhanced axial sequences on MR imaging. In this report, a patient with medulloblastoma who developed intramedullary metastasis is described. The role of imaging and CSF cytology in diagnosing the spread along the CSF pathways is reviewed. Allusions are made to the possible mechanism of intramedullary metastasis in these tumors.",Venkatesh S VS;Paritosh P;B B;Vani V;T C TC
21964830,OTX2 directly activates cell cycle genes and inhibits differentiation in medulloblastoma cells.,"The transcription factor OTX2 has been implicated as an oncogene in medulloblastoma, which is the most common malignant brain tumor in children. It is highly expressed in most medulloblastomas and amplified in a subset of them. To study the role OTX2 has in medulloblastoma we investigated the downstream pathway of OTX2. We generated D425 medulloblastoma cells in which endogenous OTX2 can be silenced by inducible shRNA. Silencing of OTX2 strongly inhibited cell proliferation and resulted in a neuronal-like differentiation. Expression profiling of time courses after silencing showed a progressive change in gene expression for many cellular processes. Downregulated genes were highly enriched for cell cycle and visual perception genes, while upregulated genes were enriched for genes involved in development and differentiation. This shift is reminiscent of expression changes described during normal cerebellum development where proliferating granule progenitor cells have high OTX2 expression, which diminishes when these cells exit the cell cycle and start to differentiate. ChIP-on-chip analyses of OTX2 in D425 cells identified cell cycle and perception genes as direct OTX2 targets, while regulation of most differentiation genes appeared to be indirect. The expression of many directly regulated genes correlated to OTX2 expression in primary tumors, suggesting the in vivo relevance of these genes and their potential as targets for therapeutic intervention. These analyses provide more insight in the molecular network of OTX2, demonstrating that OTX2 is essential in medulloblastoma and directly drives proliferation by regulation of cell cycle genes.",Jens J;Nancy E NE;Danny A DA;Mohamed M;Jan J;Rogier R;Marcel M
21954036,Prospective diagnostic performance evaluation of single-voxel 1H MRS for typing and grading of brain tumours.,"The purpose of this study was to evaluate whether single-voxel (1)H MRS could add useful information to conventional MRI in the preoperative characterisation of the type and grade of brain tumours. MRI and MRS examinations from a prospective cohort of 40 consecutive patients were analysed double blind by radiologists and spectroscopists before the histological diagnosis was known. The spectroscopists had only the MR spectra, whereas the radiologists had both the MR images and basic clinical details (age, sex and presenting symptoms). Then, the radiologists and spectroscopists exchanged their predictions and re-evaluated their initial opinions, taking into account the new evidence. Spectroscopists used four different systems of analysis for (1)H MRS data, and the efficacy of each of these methods was also evaluated. Information extracted from (1)H MRS significantly improved the radiologists' MRI-based characterisation of grade IV tumours (glioblastomas, metastases, medulloblastomas and lymphomas) in the cohort [area under the curve (AUC) in the MRI re-evaluation 0.93 versus AUC in the MRI evaluation 0.85], and also of the less malignant glial tumours (AUC in the MRI re-evaluation 0.93 versus AUC in the MRI evaluation 0.81). One of the MRS analysis systems used, the INTERPRET (International Network for Pattern Recognition of Tumours Using Magnetic Resonance) decision support system, outperformed the others, as well as being better than the MRI evaluation for the characterisation of grade III astrocytomas. Thus, preoperative MRS data improve the radiologists' performance in diagnosing grade IV tumours and, for those of grade II-III, MRS data help them to recognise the glial lineage. Even in cases in which their diagnoses were not improved, the provision of MRS data to the radiologists had no negative influence on their predictions.",Margarida M;Indira I;Carles C;Ana Paula AP;Marta M;Mònica M;Carles C;Juan José JJ;John R JR;Carles C
21953324,Relapsing tumefactive lesion in an adult with medulloblastoma previously treated with chemoradiotherapy and stem cell transplant.,"Herein, we present an adult case of medulloblastoma who received chemotherapy, radiation therapy and stem cell transplantation, and underwent multiple surgical resections for what were thought to be recurrences; however pathology confirmed a diagnosis of relapsing tumefactive lesions. This phenomenon seems to be a consequence of stem cell transplantation rather than a simple radiation treatment effect.",Ali A;Yan Y;Denis D;Maria M;Ryan Y RY;Marlon M;Sandro S;Santosh S
21945170,Bowel sparing in pediatric cranio-spinal radiotherapy: a comparison of combined electron and photon and helical TomoTherapy techniques to a standard photon method.,"The aim of this study was to compare the dose to organs at risk (OARs) from different craniospinal radiotherapy treatment approaches available at the Northern Centre for Cancer Care (NCCC), with a particular emphasis on sparing the bowel. Treatment plans were produced for a pediatric medulloblastoma patient with inflammatory bowel disease using 3D conformal 6-MV photons (3DCP), combined 3D 6-MV photons and 18-MeV electrons (3DPE), and helical photon TomoTherapy (HT). The 3DPE plan was a modification of the standard 3DCP technique, using electrons to treat the spine inferior to the level of the diaphragm. The plans were compared in terms of the dose-volume data to OARs and the nontumor integral dose. The 3DPE plan was found to give the lowest dose to the bowel and the lowest nontumor integral dose of the 3 techniques. However, the coverage of the spine planning target volume (PTV) was least homogeneous using this technique, with only 74.6% of the PTV covered by 95% of the prescribed dose. HT was able to achieve the best coverage of the PTVs (99.0% of the whole-brain PTV and 93.1% of the spine PTV received 95% of the prescribed dose), but delivered a significantly higher integral dose. HT was able to spare the heart, thyroid, and eyes better than the linac-based techniques, but other OARs received a higher dose. Use of electrons was the best method for reducing the dose to the bowel and the integral dose, at the expense of compromised spine PTV coverage. For some patients, HT may be a viable method of improving dose homogeneity and reducing selected OAR doses.",Elizabeth E;Joanne J
21940415,JC virus granule cell neuronopathy is associated with VP1 C terminus mutants.,"The polyomavirus JC (JCV) infects glial cells and causes progressive multifocal leukoencephalopathy (PML). We described a novel JCV-variant with a 10 bp deletion in the C terminus of the VP1 capsid protein, JCV(GCN1). This mutant was associated with lytic infection of cerebellar granule cell neurons and cerebellar atrophy in an human immunodeficiency virus/PML patient. This condition, also observed independently from PML, was named JCV granule cell neuronopathy (JCV GCN). We characterized JCV mutations in cerebrospinal fluid (CSF) of four other JCV GCN patients, and reviewed the literature on 10 reported cases. The strain from one patient harboured the identical GCN1-deletion, while the other patients had novel mutations in the same area, named JCV(GCN2-4), causing variable changes in VP1 structure. One patient also had wild-type JCV in the CSF. To study the mechanisms leading to JCV GCN, we compared viral replication kinetics from JCV(GCN1) with the prototype JCV(Mad1), the PML isolate JCV(HWM) and the prototype JCV(Mad1D) engineered with the GCN1-deletion. While all strains replicated at low levels in the medulloblastoma cell line DAOY from a cerebellar neuronal tumour, JCV(Mad1) replicated better in astroglial SVG cells than JCV(Mad1D) or JCV(GCN1) and all strains replicated at higher levels in COS-7 kidney cells, suggesting that the GCN1-deletion confers a disadvantage for viral growth in central nervous system white matter. The GCN1-deletion remained stable after 100 days in culture and VP1 protein was produced in all cell lines, indicating that JCV(GCN1) is replication-competent in vitro. These data highlight an important and previously overlooked aspect of JCV-pathogenesis. Detection of GCN-type JCV strains in CSF may help clinicians diagnose JCV GCN.",Xin X;Jose E JE;Augusto C AC;David M DM;Susan S;Jonathan H JH;Long H LH;Igor J IJ
21918916,Discrimination of paediatric brain tumours using apparent diffusion coefficient histograms.,"To determine if histograms of apparent diffusion coefficients (ADC) can be used to differentiate paediatric brain tumours. Imaging of histologically confirmed tumours with pre-operative ADC maps were reviewed (54 cases, 32 male, mean age 6.1 years; range 0.1-15.8 years) comprising 6 groups. Whole tumour ADC histograms were calculated; normalised for volume. Stepwise logistic regression analysis was used to differentiate tumour types using histogram metrics, initially for all groups and then for specific subsets. All 6 groups (5 dysembryoplastic neuroectodermal tumours, 22 primitive neuroectodermal tumours (PNET), 5 ependymomas, 7 choroid plexus papillomas, 4 atypical teratoid rhabdoid tumours (ATRT) and 9 juvenile pilocytic astrocytomas (JPA)) were compared. 74% (40/54) were correctly classified using logistic regression of ADC histogram parameters. In the analysis of posterior fossa tumours, 80% of ependymomas, 100% of astrocytomas and 94% of PNET-medulloblastoma were classified correctly. All PNETs were discriminated from ATRTs (22 PNET and 4 supratentorial ATRTs) (100%). ADC histograms are useful in differentiating paediatric brain tumours, in particular, the common posterior fossa tumours of childhood. PNETs were differentiated from supratentorial ATRTs, in all cases, which has important implications in terms of clinical management. Key Points • MR based apparent diffusion coefficient histograms can help differentiate paediatric brain tumours • ADC histogram parameters correctly classified the great majority of posterior fossa tumours.",Jonathan G JG;Dawn E DE;Christopher A CA
21889223,Oncologists' view of informed consent and shared decision making in paediatric radiation oncology.,"Cure rates of paediatric malignancies have dramatically improved with therapy intensification, at the cost of late treatment side effects. A survey was developed, centred around medulloblastoma scenarios, in order to explore paediatric oncology physicians' views on discussing late effects and involving parents in treatment decisions. Participants were 59 paediatric radiation and medical oncologists or fellows from USA (22), Canada (18), Europe (16), Australia (2), and Asia (1). Ninety-five percent of respondents indicated late effects discussion prior to multimodality treatment was important. Of those who supported it, 100%, 83%, 64%, and 48% thought discussing cognitive impairment, infertility, stroke, and seizures as potential late effects was important, respectively. Only 71% of respondents believed parents should be involved in treatment decisions, which did not significantly vary by respondent age, country, specialty, gender, or years in practice. The majority of oncologists who treat children believe discussing late effects with parents is important. However, there is mixed opinion on which late effects should be discussed and whether parents should be involved in deciding which treatments should be pursued. Research into perceived barriers to shared decision making and effective methods of improving the informed consent process in paediatric malignancies is needed.",Robert A RA;Mary Ann MA;Anita A;Karen J KJ
21882258,Loss of Trp53 promotes medulloblastoma development but not skin tumorigenesis in Sufu heterozygous mutant mice.,"Basal cell carcinoma of the skin typically carries genetic alterations in components of the hedgehog (HH) signaling pathway. Previously, we generated a knockout mouse with a loss-of-function mutation in suppressor of fused (Sufu), an essential repressor of the pathway downstream of Hh ligand cell surface reception. Mice heterozygous for the mutated Sufu allele develop a skin phenotype that includes lesions similar to basaloid follicular hamartomas. The purpose of the current study was to test the possibility that the simultaneous loss of the tumor suppressor gene, transformation related protein 53 (Trp53), would aggravate the Sufu skin phenotype since Trp53 loss is known to enhance the growth of other Hh-driven tumors. Consistent with previous reports, medulloblastomas and rhabdomyosarcomas developed in Sufu(+/-) ;Trp53(-/-) mice. However, the characteristic Sufu(+/-) skin phenotype was not altered in the absence of Trp53, and showed no changes in latency, multiplicity, cellular phenotype, or proliferative capacity of the basaloid lesions. This finding was both novel and intriguing and demonstrated a differential, tissue-specific sensitivity to Sufu and Trp53 tumor suppressor gene loss, which may be linked to developmental stage and the degree of proliferative activity in specific cell types.",Karin K;Asa A;Björn B;Rune R;Stephan S
21874383,Adult medulloblastoma: multiagent chemotherapy with cisplatinum and etoposide: a single institutional experience.,"In 1991, a prospective phase II trial was initiated to evaluate the efficacy of treatment for adults with medulloblastoma (MB). After surgery, patients were staged with a neuroradiologic examination of the brain and neuroaxis and by cerebrospinal fluid cytology. All patients received three cycles of upfront cisplatinum (cisplatinum) and etoposide (VP16) chemotherapy followed by cranio-spinal radiation therapy. The current article reports on the long-term results from that trial. After a median follow-up of 14.9 years, among a total of 28 adults with MB, the overall progression-free survival and overall survival (OS) rates at 5 years were 57.6 and 80%, respectively. The median OS for the whole group of patients was 11.3 years. The observed toxicity was mainly hematological, with leukopenia and thrombocytopenia (16% of grades 3 and 4). In summary, in our small series of patients, the role of combination administration of CDDP + VP16 started before the initiation of radiotherapy in reducing recurrences, particularly distant recurrences, remains unclear. To know whether adding chemotherapy to craniospinal radiation in adult therapy increases relapse-free and overall survival, we must await the results of a larger randomized controlled clinical trial.",A A;P P;E E;A A;F F;A A;P P;L L;I I;A A;B B;A A
21874045,Oncogenic YAP promotes radioresistance and genomic instability in medulloblastoma through IGF2-mediated Akt activation.,"Radiation therapy remains the standard of care for many cancers, including the malignant pediatric brain tumor medulloblastoma. Radiation leads to long-term side effects, whereas radioresistance contributes to tumor recurrence. Radio-resistant medulloblastoma cells occupy the perivascular niche. They express Yes-associated protein (YAP), a Sonic hedgehog (Shh) target markedly elevated in Shh-driven medulloblastomas. Here we report that YAP accelerates tumor growth and confers radioresistance, promoting ongoing proliferation after radiation. YAP activity enables cells to enter mitosis with un-repaired DNA through driving insulin-like growth factor 2 (IGF2) expression and Akt activation, resulting in ATM/Chk2 inactivation and abrogation of cell cycle checkpoints. Our results establish a central role for YAP in counteracting radiation-based therapies and driving genomic instability, and indicate the YAP/IGF2/Akt axis as a therapeutic target in medulloblastoma.",A A;M M;P P;A A;E C EC;M D MD;Z Z;A M AM
21866330,Temozolomide in relapsed pediatric brain tumors: 14 cases from a single center.,"Temozolomide is an active drug against gliomas in adults. It also has some promising effects in pediatric patients with brain tumors. We have conducted a retrospective study to investigate the effectiveness of temozolomide in patients with relapsed brain tumors. The files of 14 children treated at our hospital between 2005 and 2010 with the diagnoses of relapsed brain tumors were reviewed for pathological characteristics, treatment results, and outcomes. The median age at relapse was 8 years (range, 1.08-23; F/M, 5/9). Diagnoses included medulloblastoma (n = 5), atypical teratoid rhabdoid tumor (n = 2), ependymoma (n = 2), glioneuronal tumor (n = 1), malignant neoplasm (n = 1), pontine glioma (n = 1), astrocytoma grade III (n = 1), and glioblastoma multiforme (n = 1). All patients except the one with pontine glioma had undergone surgical resection, and all had prior adjuvant chemotherapy. Twelve out of 14 patients had received radiotherapy. The median number of temozolomide courses was 5.0 (range, 1-24). Objective response rate in our patients was 35.7% (three complete responses, one partial response, and one minor response). Stable disease achieved in 14.3% of patients and 50% had progressive disease. Median survival time was 8 months (range, 1-55). At the end of the study, three patients were alive. Hematological toxicity was seen in 30.8% of all courses. Relapsed brain tumors in childhood have an unfavorable prognosis. These data suggest that temozolomide might be an active agent against recurrent medulloblastoma. Although overall objective response rate was low, further multicentric studies with temozolomide may be warranted in children with recurrent brain tumors.",Canan C;Haci Ahmet HA;Ali A;Bilgehan B;Tezer T;Münevver M
21850537,Expression profile of frizzled receptors in human medulloblastomas.,"Secreted WNT proteins signal through ten receptors of the frizzled (FZD) family. Because of the relevance of the WNT/β-catenin (CTNNB1) signaling pathway in medulloblastomas (MBs), we investigated the expression of all ten members of the FZD gene family (FZD1-10) in 17 human MBs, four MB cell lines and in normal human cerebellum, using real-time PCR. We found that FZD2 transcript was over-expressed in all MBs and MB cell lines. Western blot analysis confirmed the expression of FZD2 at the protein level. Moreover, the levels of FZD2 transcript were found to correlate with those of ASPM transcript, a marker of mitosis essential for mitotic spindle function. Accordingly, ASPM mRNA was expressed at a very low level in the adult, post-mitotic, human cerebellum, at higher levels in fetal cerebellum and at highest levels in MB tissues and cell lines. Unlike FZD2, the other FZDs were overexpressed (e.g., FZD1, FZD3 and FZD8) or underexpressed (e.g., FZD7, FZD9 and FZD10) in a case-restricted manner. Interestingly, we did not find any nuclear immuno-reactivity to CTNNB1 in four MBs over-expressing both FZD2 and other FZD receptors, confirming the lack of nuclear CTNNB1 staining in the presence of increased FZD expression, as in other tumor types. Overall, our results indicate that altered expression of FZD2 might be associated with a proliferative status, thus playing a role in the biology of human MBs, and possibly of cerebellar progenitors from which these malignancies arise.",Ettore E;Rosina R;Miriam M;Francesca F;Emanuela E;Bianca B;Carlo Lazzaro CL;Luca L;Gaetano G
21842312,Modulation of pediatric brain tumor autophagy and chemosensitivity.,"Brain and spinal tumors are the second most common malignancies in childhood after leukemia, and they remain the leading cause of death from childhood cancer. Autophagy is a catabolic cellular process that is thought to regulate chemosensitivity, however its role in pediatric tumors is unknown. Here we present studies in pediatric medulloblastoma cell lines (DAOY, ONS76) and atypical teratoid/rhabdoid tumor cell lines (BT-16, BT-12) to test this role. Autophagy was inhibited using siRNA against autophagy-related genes ATG12 and ATG7 or pharmacologically induced or inhibited using rapamycin and chloroquine to test the effect of autophagy on chemosensitivity. Autophagic flux was measured using Western blot analysis of LC3-II and p62 and cell viability was determined using MTS assays and clonogenic growth. We found that when pediatric brain tumor cells under starvation stress, exposed to known autophagy inducers such as rapamycin, or treated with current chemotherapeutics (lomustine, cisplatin), all stimulate autophagy. Silencing ATG12 and ATG7 or exposure to a known autophagy inhibitor, chloroquine, could inhibit this autophagy increase; however, the effect of autophagy on tumor cell killing was small. These results may have clinical relevance in the future planning of therapeutic regimens for pediatric brain tumors.",Jean M Mulcahy JM;Andrew A
21838720,Intraoperative squash cytology: accuracy and impact on immediate surgical management of central nervous system tumours.,"To assess the diagnostic accuracy of squash cytology, reasons for deferment, disagreement and partial agreement, and assess its impact on immediate surgical management of central nervous system tumours. All cases of squash cytology received from January 2007 to July 2010 were reviewed and correlated with final histopathological diagnoses. Deferments, disagreements and partial disagreements were reviewed to look for possible reasons. The impact of disagreements and partial agreements on immediate surgical management was evaluated in consultation with neurosurgeons. Overall accuracy (including complete and partial agreement) for squash smear diagnosis of 334 cases was 94.9% while complete agreement was 79.9%, excluding deferred cases. Disagreement was seen in 17 cases and 31 cases were deferred for final histopathology diagnosis. Good correlation was seen in astrocytoma, meningioma, schwannoma, medulloblastoma, pituitary adenoma and metastatic carcinoma, whereas poor correlation was seen in oligodendroglioma, ependymoma and lymphoma. Among 17 cases with disagreement and 50 cases with partial agreement, an adverse impact on immediate surgical management was found in six (35.3%) cases and one (2.0%) case, respectively. The sensitivity and specificity of squash for diagnosis of neoplastic lesions were 98.7% and 87.5%, respectively. Squash cytology is a rapid, reliable, simple technique for intraoperative consultation in neurosurgical practice with high overall accuracy. Causes causing an adverse impact on surgical management were rare and potential avoidable reasons for them were identified.",N N;N N;S S;C C;P P
21837678,Relative survival of childhood and adult medulloblastomas and primitive neuroectodermal tumors (PNETs).,"Medulloblastomas are 1 of the most common brain tumors in children but can affect individuals of all ages. For this report, the author investigated the impact of medulloblastomas/primitive neuroectodermal tumors (PNETs) on the US population with a focus on age differences. Data from the Surveillance, Epidemiology, and End Results (SEER) database were used to describe cumulative relative survival (CRS) using crude, period, and longitudinal period approaches for patients diagnosed with all medulloblastoma subtypes and PNETs. CRS estimates were obtained using SEER expected mortality data and the Ederer II method for expected survival estimation. These data were applied to the construction of rational follow-up scheduling protocols. The 5-year period CRS for all patients who were followed between 2001 and 2006 was 69%. Adults had a worse overall prognosis, but this difference in excess hazard rates appeared only after 4 years of follow-up. Furthermore, the 5-year and 10-year CRS has improved a minimum of 11% in children, adolescents, and adults over the past 25 years. The survival difference between children, adolescents, and adults with medulloblastomas and PNETs depended on the length of follow-up, which was described in this report as an age-by-follow-up interaction and observed as a ""fork"" on Kaplan-Meier curves. Differences in survival between children and adults emerged only 4 years after diagnosis, and adults fared worse. There has been significant improvement in survival from medulloblastomas/PNETs since the late 1970s and early 1980s.",Nicolas R NR
21811893,A clinicopathological study of diagnostically challenging meningioma mimics.,"The occurrence of neoplastic and nonneoplastic dural based masses that mimic meningiomas is infrequent and may not be considered during radiological and intraoperative analysis. We describe single institute study of 20 such rare cases. This study included total of 20 cases of meningioma mimics. The clinical, radiological and histopathological findings were evaluated. Tissue fixed in 10% formalin was routinely processed and 5 μ thick sections were cut and stained with hematoxylin & eosin. Histochemistry and immunohistochemistry using avidin-biotin complex immunoperoxidase method was done wherever indicated. In the present study group, 15 were male and 5 female with a male: female ratio of 3:1. The age ranged from 14 to 78 years. Radiologically all these lesions were extra-axial in location, predominantly hypointense on T2W, isointense on T1W images and showed intense homogenous enhancement on contrast administration. Four cases were in pediatric age group with histopathological diagnosis of Rosai Dorfman disease, medulloblastoma, hemangiopericytoma and malignant melanoma. In the adult population, the histopathological diagnoses were hemangiopericytoma, undifferentiated sarcoma, extraskeletal osteosarcoma, Rosai Dorfman disease, medulloblastoma, and metastases from systemic malignancies. Of the total 6 cases of metastases 1 was nonseminomatous germ cell tumor from a primary in testis, 1 was adenocarcinoma from an unknown primary, and 4 were adenocarcinoma from lung. There was a single case of dural based frontal lobe malignant melanoma with congenital hairy nevi on anterior chest wall, scalp, anterior abdominal wall and inguinal region. As the management and biologic behaviour of many of the MM are different, it is essential to familiarize ourselves to them.",Nandita N;Ravi R;Kanchan K;Sunil V SV;A S AS
21805473,Survival of European patients with central nervous system tumors.,"We present estimates of population-based 5-year relative survival for adult Europeans diagnosed with central nervous system tumors, by morphology (14 categories based on cell lineage and malignancy grade), sex, age at diagnosis and region (UK and Ireland, Northern, Central, Eastern and Southern Europe) for the most recent period with available data (2000-2002). Sources were 39 EUROCARE cancer registries with continuous data from 1996 to 2002. Survival time trends (1988 to 2002) were estimated from 24 cancer registries with continuous data from 1988. Overall 5-year relative survival was 85.0% for benign, 19.9% for malignant tumors. Benign tumor survival ranged from 90.6% (Northern Europe) to 77.4% (UK and Ireland); for malignant tumors the range was 25.1% (Northern Europe) to 15.6% (UK and Ireland). Survival decreased with age at diagnosis and was slightly better for women (malignant tumors only). For glial tumors, survival varied from 83.5% (ependymoma and choroid plexus) to 2.7% (glioblastoma); and for non-glioma tumors from 96.5% (neurinoma) to 44.9% (primitive neuroectoderm tumor/medulloblastoma). Survival differences between regions narrowed after adjustment for morphology and age, and were mainly attributable to differences in morphology mix; however UK and Ireland and Eastern Europe patients still had 40% and 30% higher excess risk of death, respectively, than Northern Europe patients (reference). Survival for benign tumors increased from 69.3% (1988-1990) to 77.1% (2000-2002); but survival for malignant tumors did not improve indicating no useful advances in treatment over the 14-year study period, notwithstanding major improvement in the diagnosis and treatment of other solid cancers.",Milena M;Pamela P;Susanna S;Tom T;Rafael R;Silvia S; 
21805324,The role of radiotherapy in adult medulloblastoma: long-term single-institution experience and a review of the literature.,"Medulloblastoma (MB) occurs infrequently in adult patients and standard treatment is still controversial. We report our long-term, single-institution experience of adult MB and a review of the literature. We analysed adult patients with histologically proved MB treated by postoperative radiotherapy. Primary endpoints were local control (LC), disease-free survival (DFS), and overall survival (OS). Acute toxicity was reported according to CTC-NCI score vers. 3.0 and specific neuropsychological assessment analysis was performed to define late brain toxicity. From 1990-2008, 13 patients were treated by craniospinal (CSI, 12/13) or cranial irradiation (1/13, because of bad clinical conditions). Median follow up was 101 months (64-218). Complete radiological response was observed in 12/13 patients and a partial response in 1/13. Ten-year LC, OS, and DFS were 91, 76, and 84%, respectively. Two patients died because of local and spinal progression after 13 and 62 months. Acute G3 haematological toxicity (RTOG score) was observed for one patient only. The neuropsychological analysis did not reveal late toxicity related to brain radiotherapy. This experience confirms the efficacy and safety of radiotherapy in adult MB patients, resulting in very interesting 10-year LC and OS.",M M;S S;D D;S S;N N;A A;F F;V V;C C;V V;B B
21796767,Hearing loss among survivors of childhood brain tumors treated with an irradiation-sparing approach.,"Intensive, irradiation-sparing chemotherapy regimens for malignant brain tumors have improved survival and neurocognitive outcomes in very young children. Platinum compounds are pivotal to this approach's success but are associated with hearing loss that markedly reduces quality of life for survivors. The purpose of this study was to determine the prevalence and severity of ototoxicity associated with Head Start and similar irradiation-sparing regimens. A retrospective cohort study was conducted of children treated for malignant brain tumors at Children's Hospital Los Angeles using irradiation-sparing regimens. Patient and treatment characteristics were ascertained. Primary outcomes were post-treatment hearing status, need for hearing aids, and hearing threshold change. Twenty-nine patients were evaluable. The most common diagnosis was medulloblastoma (n = 14). The median age at diagnosis was 2.0 years (range, 0.2-9.2). Median time from diagnosis to most recent hearing assessment was 1.1 years (mean 2.4; range, 0.2-17.5). Cumulative cisplatin and carboplatin dose was 281 ± 88 mg/m(2) and 1,205 ± 277 mg/m(2) , respectively. All patients had aminoglycoside exposure. Following treatment, 18 patients (62.1%) had abnormal hearing and 11 (37.9%) required hearing aids. At 4,000 Hz, statistically significant hearing loss was documented in the range of 30-40 dB. While eliminating cranial irradiation has dramatically improved survival and neurocognitive and neuroendocrine outcomes in this population, clinically significant hearing loss is now the leading late effect due to the necessity of platinum-based chemotherapy. Our results document the need for audiometric monitoring and developing otoprotective strategies in this vulnerable population.",Etan E;Shveta S;Lingyun L;Liora L;Stephanie S;Jonathan J;David R DR
21796446,p53 expression predicts dismal outcome for medulloblastoma patients with metastatic disease.,"Medulloblastoma (MB) is the most common malignant primary brain tumour in childhood. Metastatic disease (M+) at diagnosis is the most important negative prognostic clinical marker and, despite craniospinal irradiation and intensive chemotherapy, it remains one of the leading causes of treatment failure. To date, few clinical and biological data have been evaluated to obtain an additional prognostic profile for these high-risk patients. In this study, 169 patients with metastatic MB registered in the multicentre HIT2000 trial of the German Society of Pediatric Oncology and Haematology (GPOH) have been investigated to determine the importance of p53 protein expression in predicting survival. At a median follow-up of 4.1 years, 159 patients with p53-negative tumours had significantly better four-year event-free survival (EFS) and progression-free survival (PFS) (56 ± 11, 59 ± 4%) than 10 patients with p53-positive tumours (40 ± 16, 40 ± 16%; P = 0.018 for EFS, P = 0.007 for PFS, respectively). Furthermore, four-year overall survival (OS) of children with p53-negative tumours was higher than for children with p53-positive tumours (72 ± 4 vs. 35 ± 18%, P = 0.05). Three of the p53-positive MBs harbored a point mutation in the TP53 gene. p53 protein assessment by immunohistochemistry may be a useful tool for sub-stratification of metastatic high-risk MB patients.",Marco M;André O AO;Stefan S;Torsten T
21793975,Genetic alterations in microRNAs in medulloblastomas.,"MicroRNAs (miRNAs) regulate a variety of cellular processes via the regulation of multiple target genes. We screened 48 medulloblastomas for mutation, deletion and amplification of nine miRNA genes that were selected on the basis of the presence of potential target sequences within the 3'-untranslated region of the MYCC mRNA. Differential PCR revealed deletions in miR-186 (15%), miR-135a-1 (33%), miR-548d-1 (42%), miR-548d-2 (21%) and miR-512-2 (33%) genes, whereas deletion or amplification was detected in miR-135b (23%) and miR-135a-2 (15%). In miR-33b, deletion, amplification or a mutation at the precursor miRNA were detected in 10% of medulloblastomas. Overall, 35/48 (73%) medulloblastomas had at least one alteration. Real-time RT-PCR revealed MYCC overexpression in 11 of 37 (30%) medulloblastomas, and there was a correlation between MYCC overexpression and miR-512-2 gene deletion (P = 0.0084). Antisense-based knockdown of miR-512-5p (mature sequence of miR-512-2) resulted in significant upregulation of MYCC expression in HeLa and A549 cells, while forced overexpression of miR-512-2 in medulloblastoma/PNET cell lines DAOY, UW-228-2, PFSK resulted in the downregulation of MYCC protein. Furthermore, the results of luciferase reporter assays suggested that miR-512-2 targets the MYCC gene. These results suggest that alterations in the miRNA genes may be an alternative mechanism leading to MYCC overexpression in medulloblastomas.",Sheng-Qing SQ;Young-Ho YH;Fiaschetti F;Tarek T;Sumihito S;Hui H;Zheng Z;Michael M;Hiroko H
